제품번호,물품대분류,상품명,물품판매량,제품단가
P101050,기타,[레고] 10928_듀플로 베이커리 가게+,1,49900
P101051,기타,[레고] 10930+10931+10812_듀플로 건설 특가팩,1,71900
P101052,기타,[레고] 11001_클래식 아이디어 개발상자,2,12900
P101053,기타,[레고] 11008_클래식 브릭과 집,1,29900
P101054,기타,[레고] 76123_슈퍼히어로 캡틴 아메리카 아웃라이더,1,34900
P101055,기타,[레고] 76124_슈퍼히어로 어벤져스 워머신 버스터,1,49900
P101056,기타,[레고] 76131_슈퍼히어로 어벤져스연합전투,1,149900
P101057,기타,[레고] 듀플로 프리미엄 번들팩_처음 엄마 됐어요 3종패키지+,1,137000
P101058,기타,[레고][8%할인] 60232_시티 자동차 정비센터+3종 사은품,1,55100
P101059,기타,[레고][10%할인] 10904_듀플로 아기 동물들,1,11600
P101060,기타,[레고][10%할인] 41337_프렌즈 귀여운 바다동물 놀이기구,1,40400
P101061,기타,[레고][20%할인] 10840_듀플로 놀이공원+3종 사은품,1,87900
P101062,기타,[레고][20%할인] 10848+10847+10858 나의 첫블록 3종 번들+3종 사은품,1,59700
P101063,기타,[레고][20%할인] 10877_듀플로 벨의 티파티,1,23900
P101064,기타,[레고][EVENT] 10840_듀플로 놀이공원+3종 사은품,1,87900
P101065,기타,[레고][EVENT] 10864_듀플로 놀이터 브릭박스+3종 사은품,1,53800
P101066,기타,[레고][EVENT] 60210_시티 하늘의 경찰 공중작전 기지+3종 사은품,1,84600
P101067,기타,[레고][EVENT] 60232_시티 자동차 정비센터+3종 사은품,1,55100
P101068,기타,[레고][EVENT] 60234_시티 재미있는 놀이공원 피겨팩+3종 사은품,3,56900
P101069,기타,[룰라러브]  밤부 넥스카프 1+1 (민트+핑크),2,5000
P101070,기타,[룰라러브]  밤부 넥스카프 1+1 (색상 랜덤),3,6667
P101071,기타,[룰라러브] 넥치발기_원목(블루 SET),2,19950
P101072,기타,[룰라러브] 넥치발기_원목(핑크 SET),1,39900
P101073,기타,[룰라러브] 밤부니트블랭킷 [라밀로우 목쿠션 증정],2,15000
P101074,기타,[룰라러브] 밤부니트블랭킷 [세안용 천연해면 중사이즈1+건조집게1 증정],2,15000
P101075,기타,[룰라러브] 오가닉 밤부 넥스카프 (구매 시 한 개 더 증정- 랜덤컬러),3,23667
P101076,기타,[룰라러브] 오가닉 베이비비누[1개입],2,8250
P101077,기타,[룰라러브] 오가닉 베이비비누[1개입] (3개 이상 구매 시 1개 증정),16,3906
P101078,기타,[룰라러브] 오가닉우드 치발기 + 다기능 스카프,2,7500
P101079,기타,[룰라러브] 우드 치발기 1개 + 넥스카프 1 (룰라러브 기획전 제품 2개 구매 시 베블 비누 증정),1,19800
P101080,기타,[룰라러브] 천연해면 (뷰티_세안용) - 대,1,8900
P101081,기타,[룰라러브] 천연해면 (뷰티_세안용) - 대 1+1 (건조클립 증정),1,9900
P101082,기타,[룰라러브] 천연해면 (뷰티_세안용) - 소 (3개입) 1+1,1,4900
P101083,기타,[룰라러브] 천연해면 (뷰티_세안용) - 중 (2개입),3,6900
P101084,기타,[룰라러브] 천연해면 스펀지 (바디용/레귤러),1,13000
P101085,기타,[룰라러브] 천연해면 스펀지 (바디용/레귤러) 1+1,1,26000
P101086,기타,[룰라러브] 천연해면 스펀지 (바디용/레귤러) 1+1 (건조집게 1개 증정),4,12900
P101087,기타,[룰라러브] 천연해면 스펀지 (바디용/레귤러)  [라밀로우 목쿠션 증정],2,13000
P101088,기타,"[룰라러브] 천연해면 스펀지 (바디용/레귤러)  [세안용 천연해면 중 1개, 건조집게 1개 증정]",5,13000
P101089,기타,[룰라러브] 천연해면 스펀지 (바디용/레귤러) (건조클립 증정),2,11000
P101090,기타,[룰라러브] 천연해면 스펀지 (바디용/레귤러) (룰라러브 기획전 제품 2개 구매 시 베블 비누 증정),2,19500
P101091,기타,[룰라러브] 천연해면 스펀지 (바디용/레귤러) [라밀로우 밤부 엔젤윙스 증정-디자인랜덤],1,13000
P101092,기타,[룰라러브] 천연해면 스펀지 (바디용/레귤러) [천연고무오리 증정],1,13000
P101093,기타,[룰라러브] 천연해면 스펀지 (바디용/킹),7,19286
P101094,기타,[룰라러브] 천연해면 스펀지 (바디용/킹) (건조클립 1개 증정),3,15000
P101095,기타,[룰라러브] 천연해면 스펀지 바디용 스몰 1+1 (건조클립 증정),5,11920
P101096,기타,[룰라러브] 천연해면 스펀지 바디용 스몰 1+1 (클립/라그랑세안용미들 증정),2,9900
P101097,기타,[룰라러브] 해면 건조 클립,3,1300
P101098,기타,[룰라러브] 해면 건조 클립 5개입,1,4500
P101099,기타,[리틀누] 미니 보우 머리핀 세트 (2pcs),3,13333
P101100,기타,[리틀누] 베이비 헤어밴드 ver.1,2,8500
P101101,기타,[리틀누] 베이비 헤어밴드 ver.2,2,8500
P101102,기타,[리틀누] 비비 베이비 헤어밴드 ver.1,1,8500
P101103,기타,[리틀누] 비비 베이비 헤어밴드 ver.2,5,11900
P101104,기타,[리틀마마] 오가닉 손수건 세트 (5p),3,9900
P101105,기타,[리틀마마] 올인원 스파 워시,4,23800
P101106,기타,[리틀마마] 유기농 스파 오일,2,38220
P101107,기타,[릴라스틸] Aqua Moisturizing Facial 아쿠아 모이스춰라이징 페이셜 마스크,2,45000
P101108,기타,[릴라스틸] Breast Ampoules 가슴 앰플,1,45500
P101109,기타,[릴라스틸] Breast Concentrated Cream 가슴 리프팅 크림,6,51200
P101110,기타,[릴라스틸] Hydrotenseur LF Lifting Ampoules 하이드로텐셔 리프팅 앰플,18,84056
P101111,기타,[릴라스틸] Repairing Hand Cream 리페어링 핸드크림 30ml,1,7980
P101112,기타,[릴라스틸] Repairing Hand Cream 리페어링 핸드크림100ml,3,20300
P101113,기타,[릴라스틸] Repairing Lipstick 리페어링 립스틱,5,11940
P101114,기타,[마더니아] 맘스 순한 퍼밍 바디크림 150ml,1,58000
P101115,기타,[마더니아] 순한 여성세정제 200ml,4,18750
P101116,기타,"[마더니아] 순한 여성세정제+샤워오일 (임산부, 여성용) (세안용 해면증정)",1,39000
P101117,기타,[마더니아] 임산부 순한 탄력 오일 병 100ml,2,58000
P101118,기타,[마더니아] 임산부 순한 탄력 오일 스프레이 100ml,1,35000
P101119,기타,[마더니아] 풀세트(여성세정제+샤워오일+퍼밍바디크림+탄력오일) (오일타입선택가능)  (세안용 해면증정),1,99000
P101120,기타,[마이포코리아] 수유/무드등 병아리 금란이,3,21010
P101121,기타,[마이포코리아] 수유/무드등 하프물범 퐁퐁이,1,26590
P101122,기타,[맘마밀] 안심밥상 닭백숙영양찹쌀 140g 10팩,3,16670
P101123,기타,[맘마밀] 안심밥상 소불고기가지 140g 10팩,8,19090
P101124,기타,[맘마밀] 안심밥상 전복모듬채소 140g 10팩,5,17162
P101125,기타,[맘마밀] 안심이유식 6개월 단호박과 소고기 100g 10팩,3,18233
P101126,기타,[맘마밀] 안심이유식 9개월 녹황채소와 소고기 100g 10팩,5,16624
P101127,기타,[맘마밀] 안심이유식 9개월 미역과소고기 100g 10팩,2,15210
P101128,기타,[맘마밀] 안심이유식 9개월 브로콜리와닭가슴살 100g 10팩,1,15210
P101129,기타,[맘마밀] 안심이유식 12개월 가리비와두부 100g 10팩,1,18900
P101130,기타,[맘마밀] 안심이유식 12개월 아스파라거스와닭가슴살 100g 10팩,4,16555
P101131,기타,[맘마밀] 안심이유식 12개월 표고버섯과소고기 100g 10팩,3,17337
P101132,기타,[맘마밀] 안심이유식 퓨레 6개월 사과와 고구마 100g 10팩,1,15210
P101133,기타,[맘스앱솔루트] 코코아 20g 10팩x2박스 (총 20팩),1,12900
P101134,기타,[매일우유] 가공유 멸균 딸기우유 200ml 24팩,36,10440
P101135,기타,[매일우유] 가공유 멸균 초콜릿 우유 200ml 24팩,44,10936
P101136,기타,[매일우유] 멸균 무지방 0% 200ml 24팩,6,12900
P101137,기타,[매일우유] 멸균 오리지널 200ml 24팩,23,12992
P101138,기타,[매일우유] 멸균 저지방 1% 200ml 24팩,8,13028
P101139,기타,[매일우유] 멸균 저지방 2% 200ml 24팩,7,13051
P101140,기타,[매일우유] 바나나는 원래 하얗다 무색소 저지방 멸균 바나나 우유 190ml 24팩,3,13900
P101141,기타,[매일우유] 소화가 잘되는 우유(락토프리) 멸균 바나나 190ml 24팩,1,14360
P101142,기타,[매일우유] 소화가 잘되는 우유(락토프리) 멸균 초콜릿 190ml 24팩,1,17900
P101143,기타,[매일우유] 소화가 잘되는 우유(락토프리) 멸균 홍삼 190ml 24팩,2,19900
P101144,기타,[매직캔] 9L 기저귀휴지통 칼라3종 모아보기,3,30000
P101145,기타,[매직캔] 9리터 리필봉투 5개입_(220R5B),11,20091
P101146,기타,[매직캔] 14/16/20리터 리필봉투 5개입_(250R5B),3,20000
P101147,기타,[매직캔] 14/16/20리터 리필봉투 10개입_(250R10B),5,36000
P101148,기타,[매직캔] 22/25리터 리필봉투 10개입_(280R10B),2,44000
P101149,기타,[매직캔] 휴지통9리터 기저귀휴지통(M220NSW) 화이트,24,31417
P101150,기타,[매직캔] 휴지통16리터 기저귀휴지통(M250NDSW)화이트,1,39500
P101151,기타,[매직캔] 휴지통20리터 기저귀휴지통(M250NSW) 화이트,2,42500
P101152,기타,[매직캔] 휴지통25리터 기저귀휴지통(M280NSW) 화이트,1,44500
P101153,기타,[먼치킨] NEW 무지개이유스푼-6p,91,5107
P101154,기타,[먼치킨] 낚시놀이 목욕장난감,4,14975
P101155,기타,[먼치킨] 논슬립 이유식기 2p-블루&그린세트,12,6608
P101156,기타,[먼치킨] 논슬립 이유식기 2p-블루그린세트,5,5680
P101157,기타,[먼치킨] 논슬립 이유식기 2p-퍼플&핑크세트,12,5767
P101158,기타,[먼치킨] 논슬립 이유식판 2p-블루&그린세트,5,9160
P101159,기타,[먼치킨] 논슬립 이유식판 2p-블루그린세트,3,7967
P101160,기타,[먼치킨] 논슬립 이유식판 2p-퍼플&핑크세트,12,9008
P101161,기타,[먼치킨] 논슬립 이유접시 2p-블루&그린세트,6,7350
P101162,기타,[먼치킨] 논슬립 이유접시 2p-퍼플&핑크세트,8,10225
P101163,기타,[먼치킨] 대용량 추 빨대컵 (색상랜덤발송),11,12518
P101164,기타,[먼치킨] 동물농장 물총놀이세트-4p,8,8188
P101165,기타,[먼치킨] 동물농장 물총놀이세트-8p,6,16283
P101166,기타,[먼치킨] 드링크앤스낵컵 (색상랜덤발송),1,11500
P101167,기타,[먼치킨] 디럭스 과즙망 (색상랜덤발송),22,6577
P101168,기타,[먼치킨] 디럭스 젖병건조대,8,17050
P101169,기타,[먼치킨] 먼치킨 바쓰 크레용 목욕 놀이 크레파스,51,6751
P101170,기타,[먼치킨] 멀티 이유볼세트 5p,13,7085
P101171,기타,[먼치킨] 멀티 젖병솔 세트,13,6854
P101172,기타,[먼치킨] 멀티이유접시 세트 5p,1,4900
P101173,기타,[먼치킨] 목욕놀이 감각볼 (색상랜덤발송),34,8150
P101174,기타,[먼치킨] 목욕놀이 낚시대,20,15825
P101175,기타,[먼치킨] 목욕놀이 면도거울,1,17500
P101176,기타,[먼치킨] 목욕놀이 물오리 농구대,3,11600
P101177,기타,[먼치킨] 목욕놀이 스쿠버,3,8900
P101178,기타,[먼치킨] 목욕놀이 스토리북 (랜덤발송),2,10450
P101179,기타,[먼치킨] 목욕놀이 스피닝 피쉬  (색상랜덤발송),1,17900
P101180,기타,[먼치킨] 목욕놀이 오리 농구대,4,15150
P101181,기타,[먼치킨] 목욕놀이 장난감 정리함-블루,4,13900
P101182,기타,[먼치킨] 목욕놀이 장난감 정리함-핑크,4,11650
P101183,기타,[먼치킨] 목욕놀이 정리함(색상랜덤발송),6,20567
P101184,기타,[먼치킨] 목욕놀이 크레용 토이세트 (랜덤발송),3,12400
P101185,기타,[먼치킨] 목욕놀이 펭귄친구,8,10575
P101186,기타,[먼치킨] 목욕놀이 폭포만들기,30,10500
P101187,기타,[먼치킨] 물놀이 낚시놀이,2,18000
P101188,기타,[먼치킨] 물놀이 상어 스피너,17,10518
P101189,기타,[먼치킨] 물놀이 스쿠버,5,11300
P101190,기타,[먼치킨] 물놀이 오리장난감-온도감지,48,4098
P101191,기타,[먼치킨] 물놀이 인어공주,13,11946
P101192,기타,[먼치킨] 미라클 360 대용량컵 (색상랜덤발송),1,8900
P101193,기타,[먼치킨] 미라클 360 손잡이컵 (색상랜덤발송),2,11300
P101194,기타,[먼치킨] 미라클 360 손잡이컵(색상랜덤발송),18,11261
P101195,기타,[먼치킨] 미라클 360 캐릭터 대용량 트레이닝컵 (색상랜덤발송),1,8900
P101196,기타,[먼치킨] 미라클 360 캐릭터 손잡이 트레이닝컵 (색상랜덤발송),2,21800
P101197,기타,[먼치킨] 미라클 논슬립 360 대용량컵 (색상랜덤발송),3,17700
P101198,기타,[먼치킨] 미라클 스테인레스 360 대용량컵-블루,1,26900
P101199,기타,[먼치킨] 미라클 컵뚜껑세트 4p,2,4250
P101200,기타,[먼치킨] 바다 물총놀이 세트 4p,4,9450
P101201,기타,[먼치킨] 바다 물총놀이세트-8p,3,15267
P101202,기타,[먼치킨] 소프트 실리콘 이유스푼-2P (색상랜덤발송),19,5811
P101203,기타,[먼치킨] 손잡이 보냉 빨대컵 (색상랜덤발송),24,25546
P101204,기타,[먼치킨] 손잡이 스테인레스 스낵컵-블루,3,13900
P101205,기타,[먼치킨] 손잡이 스테인레스 스낵컵-핑크,2,13900
P101206,기타,[먼치킨] 손잡이 추 빨대컵 (색상랜덤발송),75,9645
P101207,기타,[먼치킨] 손잡이 추 빨대컵-빨대리필 (색상랜덤발송),6,7967
P101208,기타,[먼치킨] 손잡이 흘림방지 스낵컵 (색상랜덤발송),71,5596
P101209,기타,[먼치킨] 슈퍼 스쿱,3,15900
P101210,기타,[먼치킨] 스마일 흡착 이유식세트 (색상랜덤발송),6,13850
P101211,기타,[먼치킨] 스완 욕조 튜브-온도감지,4,17000
P101212,기타,[먼치킨] 스퀴즈 스푼 (색상랜덤발송),12,10450
P101213,기타,[먼치킨] 스테인레스 미라클 360 대용량컵(색상랜덤발송),1,24900
P101214,기타,[먼치킨] 스테인레스 스푼포크 세트 2p (색상랜덤발송),24,9146
P101215,기타,[먼치킨] 스테인레스 젖병건조대,6,25000
P101216,기타,[먼치킨] 스테인레스 젖병솔,1,12900
P101217,기타,[먼치킨] 스펀지 젖병솔(색상랜덤발송),24,4900
P101218,기타,[먼치킨] 신기한 워터웨이 목욕놀이 장난감,16,11931
P101219,기타,[먼치킨] 신생아 아기욕조 ★사은품 욕실무릎보호매트★,4,44000
P101220,기타,[먼치킨] 실리콘 과즙망 (색상랜덤발송),39,9428
P101221,기타,[먼치킨] 실리콘 트레이닝 스푼세트 2p (색상랜덤발송),22,10123
P101222,기타,[먼치킨] 오리 욕조 튜브-온도감지,6,14083
P101223,기타,[먼치킨] 온도감지이유스푼-4P,58,7740
P101224,기타,[먼치킨] 욕실 무릎 보호매트,3,12233
P101225,기타,[먼치킨] 욕조 트레이 정리함,22,21005
P101226,기타,[먼치킨] 유아용 투약기(색상랜덤발송),54,5680
P101227,기타,[먼치킨] 이유식 스타터 세트,23,10496
P101228,기타,[먼치킨] 컵쌓기 목욕놀이,32,7281
P101229,기타,[먼치킨] 컵케익 물총놀이 세트 4p,1,11000
P101230,기타,[먼치킨] 클린 물총놀이세트-2p (랜덤발송),25,7688
P101231,기타,[먼치킨] 트레이닝 뚜껑컵 세트 2p-블루&그린세트,5,8600
P101232,기타,[먼치킨] 트레이닝 뚜껑컵 세트 2p-블루그린세트,3,7000
P101233,기타,[먼치킨] 트레이닝 뚜껑컵 세트 2p-퍼플&핑크세트,7,8429
P101234,기타,[먼치킨] 트레이닝 뚜껑컵 세트 2p-퍼플핑크세트,9,7889
P101235,기타,[먼치킨] 트리오 분유케이스(색상랜덤발송),9,6700
P101236,기타,[먼치킨] 폴딩 젖병건조대(색상랜덤발송),26,11727
P101237,기타,[먼치킨] 피쉬보트,4,15225
P101238,기타,[먼치킨] 흡착 이유식판(색상랜덤발송),22,9955
P101239,기타,[먼치킨] 흡착볼 이유식기세트-3p,46,11967
P101240,기타,[메가블럭] 카레이싱 트랙세트,2,36900
P101241,기타,[메릴린 3종 세트] 손싸개+발싸개+모자 3종세트-뉴욕스트리트(0-3M)+gift 쇼핑백,1,10900
P101242,기타,[메릴린] 거즈스와들(블랭킷)-드리밍포레스트(색상랜덤발송),1,16000
P101243,기타,[메릴린] 거즈스와들/아기블랭킷-(드리밍포레스트 핑크/블루 1개 랜덤발송),5,12120
